age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,Result
52,technician,married,secondary,no,1818,no,yes,cellular,189,failure,no
42,unemployed,married,secondary,no,1289,no,no,cellular,250,failure,yes
33,technician,divorced,tertiary,no,39,no,no,cellular,123,unknown,no
73,retired,married,primary,no,796,no,no,cellular,427,failure,yes
35,admin.,single,secondary,no,57,no,yes,cellular,632,unknown,no
40,management,married,tertiary,no,1548,yes,no,cellular,101,unknown,no
51,technician,married,secondary,no,117,no,no,cellular,467,other,yes
37,admin.,single,secondary,no,0,yes,no,cellular,640,unknown,no
39,management,married,tertiary,no,691,yes,yes,cellular,517,failure,no
28,blue-collar,married,secondary,no,64,yes,no,unknown,160,unknown,no
49,technician,divorced,tertiary,no,0,yes,no,cellular,177,unknown,no
36,admin.,married,secondary,no,957,yes,no,unknown,206,unknown,no
45,technician,married,secondary,no,118,yes,no,unknown,208,unknown,no
29,technician,single,tertiary,no,218,yes,no,cellular,169,unknown,no
35,management,married,secondary,no,724,yes,no,cellular,287,failure,yes
35,housemaid,married,tertiary,no,20,yes,yes,cellular,505,unknown,no
30,blue-collar,married,secondary,no,-28,yes,no,cellular,284,failure,no
46,blue-collar,married,primary,no,665,no,no,cellular,89,failure,no
25,student,single,tertiary,no,5,no,no,cellular,138,unknown,no
36,management,married,tertiary,no,925,no,no,cellular,321,success,yes
42,blue-collar,married,primary,no,2519,yes,no,unknown,262,unknown,no
57,admin.,married,secondary,no,3927,no,no,cellular,61,unknown,no
42,management,divorced,tertiary,no,401,yes,no,cellular,217,unknown,no
29,management,married,tertiary,no,581,yes,yes,cellular,192,unknown,no
36,technician,married,tertiary,no,1327,no,no,cellular,174,unknown,no
31,unemployed,married,secondary,no,3242,no,no,unknown,292,unknown,no
59,technician,married,primary,no,3163,yes,no,unknown,240,unknown,no
50,unemployed,divorced,secondary,no,32,no,no,cellular,282,unknown,no
47,admin.,married,secondary,no,310,yes,yes,telephone,128,unknown,no
46,housemaid,married,primary,no,0,no,no,telephone,161,unknown,no
26,blue-collar,single,primary,no,155,yes,no,cellular,291,failure,no
31,services,single,secondary,no,11386,yes,no,cellular,356,unknown,no
30,services,married,tertiary,no,1380,yes,no,unknown,294,unknown,no
47,blue-collar,single,unknown,no,2443,no,no,unknown,422,unknown,no
23,technician,single,tertiary,no,1129,yes,no,unknown,806,unknown,yes
44,unemployed,single,primary,no,4232,no,no,unknown,227,unknown,no
42,self-employed,married,secondary,no,5564,no,no,cellular,560,unknown,no
32,services,single,secondary,no,-402,yes,no,cellular,135,unknown,no
28,admin.,single,secondary,no,1323,yes,no,unknown,361,unknown,no
57,retired,married,primary,no,1623,yes,yes,cellular,246,unknown,no
38,technician,married,tertiary,no,1042,yes,no,cellular,419,unknown,no
22,student,single,secondary,no,2488,no,no,cellular,449,other,yes
54,admin.,married,secondary,no,865,yes,no,cellular,71,unknown,no
32,technician,married,tertiary,no,-1053,yes,no,cellular,357,unknown,no
32,management,married,tertiary,no,1667,yes,no,cellular,164,failure,no
59,admin.,divorced,secondary,no,975,yes,no,unknown,263,unknown,no
45,technician,married,secondary,no,2571,no,no,unknown,146,unknown,no
53,unknown,married,primary,no,732,no,no,cellular,759,unknown,yes
50,admin.,divorced,secondary,no,769,no,no,cellular,72,failure,no
34,technician,married,secondary,no,-136,yes,yes,cellular,131,unknown,no
35,admin.,divorced,secondary,no,3636,no,yes,cellular,808,unknown,yes
30,management,married,tertiary,no,931,no,no,cellular,1183,unknown,no
62,housemaid,married,secondary,no,565,no,no,cellular,123,unknown,no
40,blue-collar,married,secondary,no,271,yes,no,unknown,483,unknown,no
26,self-employed,single,tertiary,no,1153,no,no,cellular,238,unknown,no
34,management,married,tertiary,no,-73,yes,no,cellular,90,unknown,no
50,unknown,married,unknown,no,558,no,no,cellular,464,failure,yes
31,unknown,divorced,tertiary,no,137,no,no,cellular,385,unknown,no
35,technician,married,secondary,no,700,yes,no,unknown,240,unknown,no
55,retired,married,primary,no,-966,no,yes,cellular,104,unknown,no
34,admin.,married,secondary,no,96,no,no,cellular,109,unknown,no
58,retired,married,primary,no,4007,no,no,cellular,598,unknown,no
50,management,single,tertiary,no,567,yes,no,unknown,274,unknown,no
31,technician,single,secondary,no,40,no,no,cellular,123,unknown,no
47,admin.,divorced,secondary,no,136,no,yes,cellular,70,unknown,no
38,self-employed,single,tertiary,no,917,yes,no,unknown,260,unknown,no
46,management,single,tertiary,no,593,yes,no,cellular,190,unknown,no
42,blue-collar,married,primary,no,505,yes,no,unknown,521,unknown,no
34,blue-collar,married,secondary,no,2542,yes,no,cellular,228,unknown,no
37,management,married,tertiary,no,5355,no,no,telephone,466,unknown,yes
38,student,single,tertiary,no,807,no,no,cellular,74,unknown,no
59,retired,married,secondary,no,9976,yes,no,unknown,57,unknown,no
32,admin.,married,secondary,no,0,no,no,cellular,119,unknown,no
55,management,married,tertiary,no,540,no,no,cellular,124,unknown,no
35,blue-collar,married,secondary,no,280,yes,yes,cellular,65,unknown,no
56,management,divorced,tertiary,no,-59,no,yes,cellular,127,unknown,no
27,admin.,married,secondary,yes,-517,yes,no,cellular,172,unknown,no
42,unemployed,single,secondary,no,2613,yes,no,cellular,174,unknown,no
42,student,married,unknown,no,-7,no,no,telephone,41,unknown,no
41,blue-collar,married,primary,no,0,yes,no,unknown,232,unknown,no
53,retired,divorced,secondary,yes,-200,no,yes,unknown,161,unknown,no
67,retired,married,primary,no,2301,no,no,cellular,124,unknown,no
53,housemaid,married,primary,no,104,no,yes,unknown,701,unknown,yes
33,blue-collar,married,primary,no,191,yes,no,unknown,162,unknown,no
31,technician,single,unknown,no,694,yes,no,unknown,431,unknown,no
31,admin.,married,secondary,no,212,yes,no,cellular,191,unknown,no
30,management,married,tertiary,no,1882,yes,no,cellular,249,unknown,no
48,blue-collar,married,unknown,no,131,yes,no,unknown,189,unknown,no
30,technician,single,secondary,no,175,no,no,cellular,167,unknown,no
43,technician,single,tertiary,yes,0,no,no,cellular,73,unknown,no
38,management,divorced,tertiary,no,4425,yes,no,unknown,162,unknown,no
46,unemployed,married,secondary,no,3533,yes,no,cellular,235,unknown,no
59,blue-collar,divorced,secondary,no,3573,no,no,cellular,44,unknown,no
44,management,divorced,tertiary,no,476,yes,yes,unknown,127,unknown,no
35,blue-collar,married,secondary,no,1257,yes,no,cellular,93,failure,no
55,blue-collar,married,unknown,no,23,no,no,cellular,143,other,no
39,management,single,tertiary,no,0,yes,no,cellular,81,unknown,no
36,services,single,secondary,no,398,yes,yes,unknown,77,unknown,no
33,blue-collar,married,secondary,no,745,yes,no,unknown,115,unknown,no
48,management,single,tertiary,no,8106,no,no,unknown,125,failure,no
33,management,single,tertiary,no,0,no,no,cellular,53,unknown,no
67,retired,married,unknown,no,696,no,no,telephone,77,unknown,no
48,unemployed,divorced,secondary,no,1266,yes,no,telephone,45,unknown,no
57,management,married,tertiary,no,2416,no,no,cellular,74,unknown,no
31,housemaid,married,primary,no,25,no,no,cellular,169,unknown,no
30,student,single,tertiary,no,7513,no,no,cellular,269,unknown,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,52,failure,no
26,blue-collar,married,primary,no,5116,yes,no,cellular,246,unknown,no
44,management,married,secondary,no,-1746,yes,no,unknown,218,unknown,no
44,technician,divorced,secondary,no,14,no,no,cellular,167,success,yes
31,management,married,tertiary,no,4148,yes,no,cellular,316,other,yes
47,self-employed,married,unknown,no,14,yes,no,cellular,142,unknown,no
30,admin.,single,secondary,no,105,yes,no,cellular,75,unknown,no
37,management,married,tertiary,no,767,no,yes,cellular,204,unknown,no
56,admin.,divorced,primary,no,0,no,yes,cellular,542,unknown,no
43,management,single,secondary,no,-228,yes,yes,unknown,122,unknown,no
42,services,married,secondary,no,508,yes,no,unknown,70,unknown,no
60,management,married,secondary,no,725,yes,no,cellular,266,unknown,no
34,blue-collar,married,unknown,no,41,yes,no,cellular,34,unknown,no
34,management,single,tertiary,no,184,no,no,cellular,203,unknown,no
41,management,married,tertiary,no,251,no,yes,unknown,85,unknown,no
38,management,divorced,secondary,no,-17,no,no,cellular,11,unknown,no
23,services,married,secondary,no,-19,yes,no,unknown,13,unknown,no
33,management,married,tertiary,no,1064,yes,no,cellular,562,unknown,yes
36,blue-collar,married,secondary,no,777,yes,no,cellular,185,unknown,no
49,unemployed,married,tertiary,no,377,no,no,cellular,158,failure,no
34,admin.,divorced,secondary,no,479,yes,no,cellular,515,failure,yes
40,technician,divorced,secondary,no,-375,yes,no,cellular,60,unknown,no
72,retired,married,primary,no,796,no,no,cellular,173,unknown,no
43,technician,married,secondary,no,17,yes,no,unknown,353,unknown,no
44,blue-collar,married,secondary,no,1071,yes,no,cellular,143,failure,no
35,admin.,married,secondary,no,0,yes,no,cellular,18,unknown,no
46,admin.,divorced,secondary,no,7378,no,no,cellular,466,unknown,no
55,admin.,married,secondary,no,865,yes,no,cellular,85,failure,no
50,technician,divorced,secondary,no,-701,yes,yes,cellular,148,unknown,no
23,blue-collar,single,unknown,no,817,yes,no,cellular,123,unknown,no
34,student,married,unknown,no,1387,no,no,cellular,121,unknown,no
40,blue-collar,married,secondary,no,0,yes,yes,unknown,245,unknown,no
61,retired,married,secondary,no,2917,no,no,cellular,215,unknown,yes
53,technician,married,secondary,no,4541,yes,no,unknown,190,unknown,no
57,technician,married,secondary,no,0,no,no,unknown,44,unknown,no
28,blue-collar,married,secondary,no,4287,no,no,cellular,171,unknown,no
25,admin.,married,secondary,no,242,yes,no,cellular,62,unknown,no
38,blue-collar,married,secondary,no,171,yes,yes,unknown,172,unknown,no
27,services,single,secondary,no,259,yes,no,unknown,78,unknown,no
45,blue-collar,married,secondary,no,827,yes,no,unknown,319,unknown,no
31,services,single,secondary,no,469,no,yes,cellular,111,unknown,no
39,blue-collar,married,primary,no,2226,yes,no,unknown,158,unknown,no
42,technician,married,secondary,no,0,no,no,cellular,82,unknown,no
46,management,married,tertiary,no,477,yes,no,unknown,128,unknown,no
36,services,married,secondary,no,42,yes,no,unknown,102,unknown,no
30,management,single,tertiary,no,775,yes,no,unknown,124,unknown,no
32,blue-collar,married,secondary,no,9,yes,no,cellular,334,unknown,no
52,technician,married,tertiary,no,2557,no,no,cellular,134,success,yes
31,management,married,tertiary,no,2395,no,no,cellular,218,unknown,no
60,management,married,primary,no,4895,no,no,unknown,313,unknown,no
35,blue-collar,single,secondary,no,376,yes,yes,unknown,207,unknown,no
38,management,married,tertiary,no,389,yes,no,unknown,262,unknown,no
46,management,divorced,tertiary,no,134,no,no,cellular,134,unknown,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,unknown,197,unknown,no
59,services,married,secondary,no,0,yes,no,cellular,214,unknown,no
34,management,married,tertiary,no,2892,yes,yes,cellular,1165,unknown,no
33,technician,divorced,secondary,no,0,yes,no,cellular,177,unknown,no
46,management,single,secondary,no,295,yes,no,unknown,141,unknown,no
48,admin.,married,secondary,no,292,yes,yes,cellular,164,unknown,no
31,services,single,secondary,no,85,no,no,cellular,151,unknown,no
32,technician,married,secondary,no,4,no,no,cellular,145,failure,no
35,blue-collar,divorced,primary,no,-587,yes,no,unknown,111,unknown,no
36,blue-collar,single,primary,no,367,no,no,cellular,217,failure,no
52,management,married,tertiary,no,-1224,yes,no,cellular,253,unknown,no
45,management,divorced,tertiary,no,959,no,no,unknown,74,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,263,unknown,no
25,blue-collar,married,primary,yes,-589,yes,no,unknown,233,unknown,no
26,management,single,tertiary,no,-8,no,no,cellular,402,unknown,no
57,management,married,unknown,no,0,no,no,cellular,585,unknown,no
48,management,married,primary,no,247,yes,yes,unknown,145,unknown,no
48,technician,married,unknown,no,5543,no,no,unknown,143,unknown,no
32,blue-collar,married,primary,no,642,no,yes,cellular,524,unknown,no
58,retired,married,secondary,no,11,no,no,cellular,270,unknown,no
57,management,married,primary,no,-226,yes,no,unknown,272,unknown,no
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,187,unknown,no
33,blue-collar,single,secondary,no,-320,no,no,cellular,268,unknown,no
53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,183,unknown,no
36,admin.,married,secondary,no,725,yes,no,cellular,123,failure,no
32,technician,single,tertiary,no,705,yes,no,cellular,20,unknown,no
45,blue-collar,married,secondary,no,776,yes,no,cellular,232,failure,no
35,unemployed,married,tertiary,no,816,yes,no,cellular,547,unknown,no
41,services,married,secondary,no,171,no,no,cellular,71,unknown,no
54,services,married,secondary,no,812,no,no,cellular,113,unknown,no
49,services,married,secondary,no,823,no,no,cellular,780,unknown,yes
28,technician,single,secondary,no,1453,yes,no,cellular,246,other,no
24,blue-collar,single,unknown,no,431,yes,no,unknown,108,unknown,no
30,admin.,single,secondary,no,1009,yes,no,cellular,253,unknown,no
32,self-employed,married,primary,no,286,yes,no,cellular,175,unknown,no
53,entrepreneur,married,tertiary,no,22370,yes,no,unknown,106,unknown,no
42,blue-collar,married,primary,no,2111,yes,no,cellular,86,unknown,no
48,blue-collar,married,primary,no,5366,yes,no,unknown,248,unknown,no
33,technician,married,secondary,no,181,yes,yes,telephone,265,unknown,no
31,blue-collar,divorced,secondary,no,-452,yes,no,unknown,182,unknown,no
56,unemployed,divorced,primary,no,1770,no,no,cellular,916,unknown,no
58,retired,married,primary,no,0,no,no,cellular,506,unknown,no
37,admin.,single,secondary,no,-296,yes,no,cellular,81,unknown,no
59,management,married,primary,no,2358,yes,no,cellular,30,unknown,no
50,management,single,tertiary,no,1200,no,no,cellular,904,unknown,yes
39,housemaid,single,primary,no,109,yes,no,unknown,699,unknown,no
30,technician,married,secondary,no,616,yes,no,cellular,19,unknown,no
47,services,divorced,secondary,no,4906,yes,no,unknown,389,unknown,no
44,self-employed,married,secondary,no,313,no,no,cellular,211,unknown,no
38,blue-collar,married,primary,no,290,yes,no,cellular,283,unknown,no
50,management,married,tertiary,no,1240,no,no,cellular,474,unknown,no
27,admin.,single,tertiary,no,3672,yes,no,cellular,157,failure,no
73,retired,married,secondary,no,19,no,no,cellular,509,unknown,no
46,blue-collar,married,primary,no,143,yes,no,unknown,279,unknown,no
56,retired,divorced,secondary,no,212,no,yes,telephone,27,unknown,no
36,management,married,tertiary,no,9,no,no,cellular,386,unknown,yes
33,blue-collar,married,primary,no,3074,no,no,cellular,679,unknown,no
40,management,married,tertiary,no,1734,yes,no,unknown,169,unknown,no
52,management,married,tertiary,no,575,no,no,unknown,315,unknown,no
51,blue-collar,married,secondary,no,397,yes,no,cellular,293,unknown,no
33,blue-collar,married,secondary,no,640,yes,no,cellular,439,unknown,no
54,services,married,secondary,no,158,yes,no,unknown,198,unknown,no
44,management,married,secondary,no,2984,yes,no,unknown,770,unknown,no
50,entrepreneur,married,secondary,no,1011,yes,no,telephone,340,unknown,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,1472,failure,yes
36,management,married,tertiary,no,1133,yes,no,cellular,293,other,yes
42,technician,married,secondary,no,4945,yes,no,cellular,311,unknown,yes
37,technician,married,secondary,no,712,yes,no,cellular,291,unknown,no
28,services,single,secondary,no,-427,yes,yes,unknown,965,unknown,no
56,admin.,married,secondary,no,2146,no,yes,unknown,594,unknown,no
59,admin.,married,secondary,no,92,yes,no,cellular,139,failure,no
32,unemployed,married,secondary,no,10,yes,no,unknown,501,unknown,no
57,retired,married,primary,no,1238,yes,no,cellular,274,unknown,no
49,admin.,single,secondary,no,981,yes,no,telephone,10,unknown,no
56,entrepreneur,married,unknown,no,575,no,no,unknown,18,unknown,no
48,admin.,divorced,unknown,no,-70,no,no,cellular,243,unknown,no
27,student,single,tertiary,no,3733,yes,no,cellular,198,success,yes
31,management,single,tertiary,no,574,yes,no,cellular,410,unknown,no
28,blue-collar,single,secondary,no,43,no,no,unknown,190,unknown,no
36,management,married,tertiary,no,428,no,no,unknown,121,unknown,no
58,housemaid,married,primary,no,0,yes,no,telephone,148,unknown,no
46,admin.,married,secondary,no,0,yes,yes,cellular,239,failure,no
